"","Well","OD","Time","Plate","ID","Strain","Trehalose","Condition","Medium","Replicate"
"985","A4",0.1024,30,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"986","B4",0.1109,30,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"987","C4",0.2099,30,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"988","D4",0.1066,30,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"989","E4",0.1127,30,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"990","F4",0.1181,30,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"991","G4",0.1057,30,1,"1-G4","Blank","No","","SD-HIS",1
"993","A4",0.1032,32,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"994","B4",0.1112,32,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"995","C4",0.273,32,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"996","D4",0.1083,32,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"997","E4",0.1124,32,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"998","F4",0.1178,32,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"999","G4",0.1088,32,1,"1-G4","Blank","No","","SD-HIS",1
"1001","A4",0.1018,34,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1002","B4",0.1108,34,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1003","C4",1.1714,34,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1004","D4",0.1058,34,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1005","E4",0.1122,34,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1006","F4",0.1175,34,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1007","G4",0.1092,34,1,"1-G4","Blank","No","","SD-HIS",1
"1009","A4",0.1014,36,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1010","B4",0.1111,36,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1011","C4",0.2889,36,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1012","D4",0.1074,36,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1013","E4",0.1114,36,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1014","F4",0.118,36,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1015","G4",0.1076,36,1,"1-G4","Blank","No","","SD-HIS",1
"1017","A4",0.1014,38,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1018","B4",0.1111,38,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1019","C4",1.576,38,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1020","D4",0.1099,38,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1021","E4",0.111,38,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1022","F4",0.1179,38,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1023","G4",0.109,38,1,"1-G4","Blank","No","","SD-HIS",1
"1025","A4",0.101,40,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1026","B4",0.1109,40,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1027","C4",0.659,40,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1028","D4",0.1159,40,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1029","E4",0.111,40,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1030","F4",0.1179,40,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1031","G4",0.1003,40,1,"1-G4","Blank","No","","SD-HIS",1
"1033","A4",0.1007,42,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1034","B4",0.1107,42,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1035","C4",1.8372,42,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1036","D4",0.1266,42,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1037","E4",0.1107,42,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1038","F4",0.1178,42,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1039","G4",0.1005,42,1,"1-G4","Blank","No","","SD-HIS",1
"1041","A4",0.102,44,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1042","B4",0.1109,44,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1043","C4",1.6449,44,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1044","D4",0.2108,44,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1045","E4",0.1113,44,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1046","F4",0.117,44,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1047","G4",0.1063,44,1,"1-G4","Blank","No","","SD-HIS",1
"1049","A4",0.1053,46,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1050","B4",0.1141,46,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1051","C4",1.8037,46,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1052","D4",0.3007,46,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1053","E4",0.112,46,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1054","F4",0.1253,46,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1055","G4",0.1123,46,1,"1-G4","Blank","No","","SD-HIS",1
"1057","A4",0.1032,48,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1058","B4",0.1106,48,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1059","C4",1.7667,48,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1060","D4",0.3638,48,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1061","E4",0.1032,48,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1062","F4",0.117,48,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1063","G4",0.1063,48,1,"1-G4","Blank","No","","SD-HIS",1
"1065","A4",0.1025,50,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1066","B4",0.1102,50,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1067","C4",1.7682,50,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1068","D4",0.7527,50,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1069","E4",0.1025,50,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1070","F4",0.1165,50,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1071","G4",0.0992,50,1,"1-G4","Blank","No","","SD-HIS",1
"1073","A4",0.1019,52,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1074","B4",0.1101,52,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1075","C4",1.7745,52,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1076","D4",1.237,52,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1077","E4",0.1021,52,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1078","F4",0.1165,52,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1079","G4",0.0972,52,1,"1-G4","Blank","No","","SD-HIS",1
"1081","A4",0.1014,54,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1082","B4",0.11,54,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1083","C4",1.8053,54,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1084","D4",1.6628,54,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1085","E4",0.1021,54,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1086","F4",0.1159,54,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1087","G4",0.0977,54,1,"1-G4","Blank","No","","SD-HIS",1
"1089","A4",0.1012,56,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1090","B4",0.1097,56,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1091","C4",1.783,56,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1092","D4",1.772,56,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1093","E4",0.1015,56,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1094","F4",0.1155,56,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1095","G4",0.103,56,1,"1-G4","Blank","No","","SD-HIS",1
"1097","A4",0.1008,58,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1098","B4",0.1095,58,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1099","C4",1.7363,58,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1100","D4",1.8233,58,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1101","E4",0.1011,58,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1102","F4",0.1149,58,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1103","G4",0.1041,58,1,"1-G4","Blank","No","","SD-HIS",1
"1105","A4",0.1005,60,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1106","B4",0.1093,60,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1107","C4",1.7476,60,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1108","D4",1.8326,60,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1109","E4",0.1013,60,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1110","F4",0.1148,60,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1111","G4",0.0969,60,1,"1-G4","Blank","No","","SD-HIS",1
"1113","A4",0.1006,62,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1114","B4",0.1091,62,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1115","C4",1.7511,62,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1116","D4",1.833,62,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1117","E4",0.1011,62,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1118","F4",0.1143,62,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1119","G4",0.0978,62,1,"1-G4","Blank","No","","SD-HIS",1
"1121","A4",0.1016,64,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1122","B4",0.1089,64,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1123","C4",1.738,64,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1124","D4",1.8417,64,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1125","E4",0.1009,64,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1126","F4",0.1139,64,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1127","G4",0.097,64,1,"1-G4","Blank","No","","SD-HIS",1
"1129","A4",0.1006,66,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1130","B4",0.1088,66,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1131","C4",1.7271,66,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1132","D4",1.8448,66,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1133","E4",0.1002,66,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1134","F4",0.1136,66,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1135","G4",0.098,66,1,"1-G4","Blank","No","","SD-HIS",1
"1137","A4",0.1001,68,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1138","B4",0.1088,68,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1139","C4",1.7567,68,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1140","D4",1.8453,68,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1141","E4",0.1002,68,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1142","F4",0.1132,68,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1143","G4",0.0995,68,1,"1-G4","Blank","No","","SD-HIS",1
"1145","A4",0.1118,70,1,"1-A4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",1
"1146","B4",0.1248,70,1,"1-B4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",1
"1147","C4",1.7784,70,1,"1-C4","Y7039 x YHL033C","No","RT","SD-HIS",1
"1148","D4",1.8419,70,1,"1-D4","Y7039 x YHL033C","No","RT","SD-HIS-LEU",1
"1149","E4",0.1182,70,1,"1-E4","Y7039 x YHL033C","No","Heat Shock","SD-HIS",4
"1150","F4",0.1324,70,1,"1-F4","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",4
"1151","G4",0.1301,70,1,"1-G4","Blank","No","","SD-HIS",1
"1153","A5",0.1088,0,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1154","B5",0.1034,0,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1155","C5",0.1203,0,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1156","D5",0.1138,0,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1157","E5",0.1227,0,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1158","F5",0.1059,0,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1159","G5",0.1205,0,1,"1-G5","Blank","No","","SD-HIS",2
"1161","A5",0.1094,2,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1162","B5",0.105,2,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1163","C5",0.1332,2,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1164","D5",0.1273,2,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1165","E5",0.1457,2,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1166","F5",0.1265,2,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1167","G5",0.1336,2,1,"1-G5","Blank","No","","SD-HIS",2
"1169","A5",0.1094,4,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1170","B5",0.1042,4,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1171","C5",0.1364,4,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1172","D5",0.1304,4,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1173","E5",0.1363,4,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1174","F5",0.1274,4,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1175","G5",0.1316,4,1,"1-G5","Blank","No","","SD-HIS",2
"1177","A5",0.1094,6,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1178","B5",0.1043,6,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1179","C5",0.1283,6,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1180","D5",0.1287,6,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1181","E5",0.1319,6,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1182","F5",0.1229,6,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1183","G5",0.1255,6,1,"1-G5","Blank","No","","SD-HIS",2
"1185","A5",0.1093,8,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1186","B5",0.1035,8,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1187","C5",0.1225,8,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1188","D5",0.1295,8,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1189","E5",0.1266,8,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1190","F5",0.1223,8,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1191","G5",0.1239,8,1,"1-G5","Blank","No","","SD-HIS",2
"1193","A5",0.1093,10,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1194","B5",0.1065,10,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1195","C5",0.1212,10,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1196","D5",0.1242,10,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1197","E5",0.1251,10,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1198","F5",0.12,10,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1199","G5",0.1196,10,1,"1-G5","Blank","No","","SD-HIS",2
"1201","A5",0.1093,12,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1202","B5",0.1064,12,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1203","C5",0.1173,12,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1204","D5",0.1238,12,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1205","E5",0.124,12,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1206","F5",0.1188,12,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1207","G5",0.1126,12,1,"1-G5","Blank","No","","SD-HIS",2
"1209","A5",0.1093,14,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1210","B5",0.1062,14,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1211","C5",0.1155,14,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1212","D5",0.1228,14,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1213","E5",0.122,14,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1214","F5",0.1163,14,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1215","G5",0.1177,14,1,"1-G5","Blank","No","","SD-HIS",2
"1217","A5",0.1092,16,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1218","B5",0.1061,16,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1219","C5",0.1152,16,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1220","D5",0.1363,16,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1221","E5",0.1205,16,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1222","F5",0.1203,16,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1223","G5",0.1119,16,1,"1-G5","Blank","No","","SD-HIS",2
"1225","A5",0.1091,18,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1226","B5",0.105,18,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1227","C5",0.114,18,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1228","D5",0.1446,18,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1229","E5",0.1188,18,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1230","F5",0.1299,18,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1231","G5",0.1104,18,1,"1-G5","Blank","No","","SD-HIS",2
"1233","A5",0.1091,20,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1234","B5",0.1067,20,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1235","C5",0.1146,20,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1236","D5",0.1647,20,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1237","E5",0.1188,20,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1238","F5",0.1891,20,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1239","G5",0.11,20,1,"1-G5","Blank","No","","SD-HIS",2
"1241","A5",0.1092,22,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1242","B5",0.1073,22,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1243","C5",0.1158,22,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1244","D5",0.2445,22,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1245","E5",0.1228,22,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1246","F5",0.2335,22,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1247","G5",0.1119,22,1,"1-G5","Blank","No","","SD-HIS",2
"1249","A5",0.1139,24,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1250","B5",0.112,24,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1251","C5",0.1257,24,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1252","D5",0.1116,24,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1253","E5",0.1152,24,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1254","F5",0.1172,24,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1255","G5",0.0963,24,1,"1-G5","Blank","No","","SD-HIS",2
"1257","A5",0.114,26,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1258","B5",0.1115,26,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1259","C5",0.1405,26,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1260","D5",0.1108,26,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1261","E5",0.1134,26,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1262","F5",0.1181,26,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1263","G5",0.0951,26,1,"1-G5","Blank","No","","SD-HIS",2
"1265","A5",0.1135,28,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1266","B5",0.111,28,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1267","C5",0.1671,28,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1268","D5",0.1104,28,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1269","E5",0.1124,28,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1270","F5",0.1183,28,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1271","G5",0.0953,28,1,"1-G5","Blank","No","","SD-HIS",2
"1273","A5",0.1134,30,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1274","B5",0.1105,30,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1275","C5",0.1921,30,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1276","D5",0.1099,30,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1277","E5",0.1122,30,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1278","F5",0.1178,30,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1279","G5",0.0949,30,1,"1-G5","Blank","No","","SD-HIS",2
"1281","A5",0.113,32,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1282","B5",0.1105,32,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1283","C5",0.2583,32,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1284","D5",0.1106,32,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1285","E5",0.1114,32,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1286","F5",0.1185,32,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1287","G5",0.094,32,1,"1-G5","Blank","No","","SD-HIS",2
"1289","A5",0.113,34,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1290","B5",0.1105,34,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1291","C5",0.8262,34,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
"1292","D5",0.1159,34,1,"1-D5","Y7039 x YHL033C","No","RT","SD-HIS-LEU",2
"1293","E5",0.1109,34,1,"1-E5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",5
"1294","F5",0.1178,34,1,"1-F5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",5
"1295","G5",0.0937,34,1,"1-G5","Blank","No","","SD-HIS",2
"1297","A5",0.1128,36,1,"1-A5","Y7039 x YHL033C","No","Heat Shock","SD-HIS",2
"1298","B5",0.1103,36,1,"1-B5","Y7039 x YHL033C","No","Heat Shock","SD-HIS-LEU",2
"1299","C5",0.5165,36,1,"1-C5","Y7039 x YHL033C","No","RT","SD-HIS",2
